Class,R_10,R_8,R_6,G_10,G_8,G_6,B_10,B_8,B_6
Cr6,123.1254881,115.944633,94.89334517,128.6521235,116.3997963,116.2934092,18.10171809,22.03043206,28.55900342
Cr6,126.116477,109.3353922,89.3249656,125.1124992,120.7221238,115.488222,15.8923258,16.77557307,29.17267789
Cr6,125.9200006,118.8673546,93.31804411,122.3573132,122.1555636,107.3505446,16.99527432,19.05821786,34.78450586
Cr6,130.8339834,118.5044593,94.43398387,124.4636135,120.1853864,115.9316044,17.64206731,18.20628537,26.18756234
Cr6,127.826429,114.840235,93.20930662,126.0753713,120.2969501,114.3188652,10.78495136,16.04649037,27.24954987
Cr6,122.3527362,111.4840221,92.88045058,120.6227742,125.5015181,108.4516443,12.121264,22.26455272,31.34670197
Cr6,125.6865487,116.2665926,95.36633388,128.0716113,124.022587,115.6071079,12.94621931,19.28990855,29.53782554
Cr6,129.2350348,115.0331635,89.33575382,121.4911812,116.1732807,110.9964396,14.73991405,16.91935987,27.21007588
Cr6,128.3959985,110.550729,91.01919406,127.3569387,116.1873466,116.2842149,13.24206513,18.22838687,27.23245494
Cr6,127.3590454,112.1924336,86.92294901,125.3724352,123.4546104,115.7467496,18.44920352,20.25243293,34.94595715
Cr6,127.7298612,111.5743962,91.54135834,123.333629,118.7731919,111.1695597,14.02365369,23.55057396,34.68786018
Cr6,128.2176869,113.0653506,88.41937139,125.8380832,118.9764085,116.3841151,16.25648672,18.21178323,31.71034584
Cr6,123.6392595,116.2254839,89.96471613,122.8609237,117.8823642,107.8352947,13.37985242,19.36134079,28.34835544
Cr6,127.9050446,113.9930447,94.7479441,123.2679678,125.2092686,115.7875663,10.19168854,23.29864646,28.71477182
Cr6,121.0119533,113.7225141,90.75209082,126.7054676,122.0932406,113.1357085,14.50649535,16.21415488,28.72680589
Cr6,123.8518801,113.4956603,90.72215451,127.7987747,118.1239313,112.6343775,10.98502543,18.15461887,25.93101165
Cr6,124.6280341,115.8017935,95.65947659,129.6787711,124.1107967,114.5749841,13.56488333,17.58981784,33.2213893
Cr6,129.778576,115.3724927,91.27919862,126.0614689,123.0798948,108.0197934,12.56084885,22.36550338,33.33309874
Cr6,127.9799592,112.8650691,93.05700797,126.8311935,119.3591654,107.8917941,15.20978505,19.02400831,29.7577294
Cr6,128.9428226,109.9452253,90.52371478,129.1594212,118.675832,108.6996195,17.42052781,14.48697434,32.52739148
Cr6,124.3190886,114.1138289,87.59433,120.130444,122.3126352,115.0440123,12.30762381,16.86205935,30.13508536
Cr6,128.9475434,109.9387269,86.61936417,124.8439452,118.2971435,115.4594797,12.05734357,19.55537126,29.95437738
Cr6,129.8534728,118.0110422,91.1580637,121.6814828,123.4792139,112.3083512,10.05158436,22.21089769,33.96112632
Cr6,125.0503406,118.9572512,89.06548251,129.3627147,122.3180953,109.5619696,17.40530145,16.20920022,34.5734623
Cr6,125.3547756,111.2048648,94.44738859,127.8828042,119.1950291,109.3594632,14.25283135,16.39998974,29.21761857
Cr6,127.787248,118.7671262,94.98756712,122.1832914,121.0682916,111.3251863,10.43591089,14.01196567,26.07156654
Cr6,124.5472162,118.4532151,89.11677015,128.5735659,117.3588776,109.7223188,17.22137695,23.35025494,25.399236
Cr6,125.6078006,110.8632788,95.84107803,122.3076152,125.093052,110.4481078,12.34414925,15.88252146,25.55568119
Cr6,129.09563,109.1348104,94.11648059,121.39043,119.0237567,108.7734029,18.61574406,16.62747543,31.55431967
Cr6,125.3978078,114.2184648,90.3635336,129.3033906,118.7757532,108.4834861,11.32300941,18.48162519,34.93461067
Cr6,121.3957581,115.3113028,95.59616725,122.1151617,118.9586796,112.229033,13.16058259,23.24397575,27.37230434
Cr6,121.9237536,118.4504345,95.46407074,124.9139433,117.4969467,113.5152761,15.13467983,21.64424745,33.07686131
Cr6,130.9494165,112.6829686,90.65863807,122.6881651,116.5915497,114.7918939,18.57800921,17.15017351,26.39790364
Cr6,122.0213704,117.1830298,91.9680798,124.6454908,117.3063341,110.0163739,14.14109325,14.66573754,26.37586284
Cr6,126.1895997,113.1558738,93.72407743,125.1287176,124.8418574,113.497418,10.31821311,15.64346668,28.15298661
Cr6,122.1191392,109.5156715,86.37562159,126.4122572,121.4898727,108.1391939,12.42323932,18.62571874,34.00974117
Cr6,124.5127525,110.69383,95.54006286,124.5958583,117.0380669,113.6609071,11.09379084,15.46954537,29.59910837
Cr6,128.3650549,118.1791226,93.77074939,120.5154598,118.2985379,112.8059906,12.05072232,23.41805338,32.8468188
Cr6,130.7791151,116.8096222,94.97688767,126.4302338,119.5817615,113.3441129,11.18439738,23.80040746,33.89215055
Cr6,125.4417524,118.8692789,87.02909065,120.6406077,122.941413,108.4358026,18.16372492,20.41650186,32.05151337
Cr6,128.1249455,114.8005386,89.28741078,125.5666386,124.9988101,113.342665,16.09529261,19.40307769,34.85771492
Cr6,128.400959,117.4056443,93.87633377,124.6895408,120.1574803,113.9967703,17.71646946,19.50814978,25.76626049
Cr6,124.0251248,112.3413668,86.87039372,127.1609545,121.3131122,113.3932694,19.13533514,20.08406914,33.97619532
Cr6,130.428671,115.2126781,95.29620022,124.4087171,122.3674042,113.77739,10.87345258,18.38183471,25.28351904
Cr6,129.3777362,109.3883071,93.52011111,120.7311363,122.40112,110.7122845,10.18212248,21.13997826,32.82140143
Cr6,129.9154965,115.708494,91.61469758,124.2435082,123.4603317,115.1214906,19.90200534,15.38692329,27.73103772
Cr6,123.2100744,110.3366697,92.62220578,127.8022204,123.7201054,116.0898279,19.42925322,17.62852065,29.73937679
Cr6,125.7637734,110.9487663,87.29052728,128.7363402,123.9035609,116.2315338,19.14298348,16.13353722,26.15306222
Cr6,123.8891667,111.5001725,89.68974175,128.6801996,119.1313046,107.5885487,10.54675006,16.6060984,27.0632474
Cr6,124.0646134,115.5650351,92.51344373,129.1796656,116.8425998,115.231926,11.71356787,22.16599883,27.11053931
Cr6,124.9273208,111.3018106,90.41449255,121.6405689,117.3336696,107.3905063,15.12726274,20.63667272,27.59277035
Cr6,129.6566155,116.2808171,93.92605025,124.5262106,125.2348343,114.7637577,12.8446656,15.22232198,26.20379474
Cr6,129.5741346,112.6766453,93.56222604,126.657598,116.1503251,112.1246278,13.41698255,19.34017205,28.41976458
Cr6,121.5882035,111.5826033,87.41261133,120.6729378,116.9088271,111.9103675,15.17472158,20.86520385,26.99571582
Cr6,128.2366804,115.0945416,91.29527197,120.3716162,118.4732498,111.4568262,14.06701268,18.29138169,27.97870768
Cr6,121.7392732,112.9597302,93.62631985,127.1587844,125.297039,107.3591866,13.40138095,22.65210853,29.46411087
Cr6,130.1698106,111.3778153,92.65779983,129.1351291,121.8021745,111.4883596,13.57699624,16.47234631,30.45926118
Cr6,130.6222724,117.6142858,88.75832107,122.2373146,118.9219161,113.1932585,19.86595324,14.95570152,25.71734409
Cr6,123.3617226,117.7846116,88.44034853,126.7886803,121.7367947,108.0748693,12.62028409,16.55419852,30.77407843
Cr6,126.509556,112.4043648,93.96232164,125.592914,120.1719587,107.384404,19.77115135,18.9749605,31.78364359
Cr6,128.6415952,112.7634009,88.19400446,127.4792596,123.7836822,113.9697226,16.95435765,15.21823385,26.8285054
Cr6,122.8681895,118.2037895,86.57419485,128.7369226,121.3391984,110.9835062,17.87457696,19.31919852,28.42527536
Cr6,127.5151385,111.9819976,90.16527298,123.5506101,124.3892526,111.5910553,17.77758702,18.2052264,28.40036127
Cr6,128.7427629,118.3093302,88.8733969,128.3155933,119.7080835,113.2651251,19.39845733,20.99236523,31.07694774
Cr6,129.1864699,110.9626942,87.15387948,128.4578795,117.761792,110.3796544,10.60370484,17.08574621,32.02408125
Cr6,126.1377142,114.023865,90.99568139,120.3522313,122.9303305,107.9759372,15.63667664,17.61621973,32.56861769
Cr6,125.2453942,118.5664457,94.2028183,124.4897435,116.0050538,107.0961612,14.94637063,19.82059707,29.69175545
Cr6,128.1431834,117.6313725,95.27359327,129.3132795,120.8581879,115.0696492,11.00984554,18.88003548,34.59571931
Cr6,125.3701661,118.4292622,95.08722538,124.839351,124.7262675,109.4305934,11.75342933,22.498787,32.20889655
Cr6,127.7656617,113.0983981,92.7190423,129.93898,125.7856581,108.2162293,18.23700628,21.91552999,29.44526277
Cr6,129.2115272,112.6577961,87.23968826,123.6022488,116.3093229,110.7820187,17.20901576,19.68031485,27.47040427
Cr6,129.4759006,117.1930386,92.29718386,121.7791289,124.9505298,108.9187925,16.26042366,23.78586299,25.19510306
Cr6,124.6188957,112.9679839,86.06386159,124.1111567,117.4056802,107.3455614,11.16942265,14.15154277,29.84960486
Cr6,125.932455,109.0288905,95.05551383,123.789076,125.6118355,110.6719556,17.78962576,16.57730434,29.73276666
Cr6,123.6114459,114.9669492,90.44609158,128.4091047,117.9731079,108.065203,15.90528139,16.28171745,27.84831675
Cr6,125.9613391,112.4113309,91.78187558,128.688398,119.4879504,115.7464036,11.44515267,16.75140808,32.10897847
Cr6,125.3547179,115.8831291,89.83472495,128.7977161,123.5986363,116.9755655,18.3394016,17.26968178,31.26937398
Cr6,124.778886,117.7676834,89.92670324,124.9928402,122.6304504,107.4820704,15.311534,21.47376605,30.1002614
Cr6,122.5109514,115.1051912,87.08953891,125.5532278,124.8157886,111.1393036,12.96529956,14.36033215,34.65670328
Cr6,123.7166161,113.4733374,93.2493718,121.3075902,119.230627,115.7761488,12.19657893,23.95577671,29.8410989
Cr6,127.670856,118.3498272,88.90578125,127.5711142,122.3341001,111.9981714,11.66677623,16.93207712,28.30712691
Cr6,123.0957754,117.2705866,92.58217334,123.1538733,118.3477902,111.6492512,10.83023908,15.99019465,28.32927633
Cr6,123.2257484,117.9182183,95.00934752,126.652728,118.3803265,115.0364905,12.46172248,22.47625276,26.67877489
Cr6,122.5328611,109.1486479,93.67928753,120.1174602,117.4647427,111.887969,15.39759625,23.54121041,33.51196451
Cr6,130.9690505,111.6849138,90.20322226,121.0066447,118.1969297,115.9330457,16.10256993,15.00785308,32.81809786
Cr6,124.8872355,110.6858828,91.23673016,120.6399185,124.5626489,112.9450907,18.1575801,17.53360149,31.22452786
Cr6,123.2003803,109.2739612,94.84767317,128.2640059,125.616166,113.3581441,15.77338933,14.94176822,27.81056517
Cr6,125.9480889,113.4769179,91.60846142,127.5500662,120.4939885,111.0322067,16.33171989,17.37598129,33.24821868
Cr6,130.6790764,116.3613109,93.00205859,126.0627834,125.5485863,112.7040387,18.05906415,17.66299577,25.13568559
Cr6,124.0050302,114.1383211,89.77901829,127.2769728,124.5690919,110.7351501,17.11713202,15.41699419,32.51801531
Cr6,128.8181158,117.856372,89.34009091,123.546848,119.2374477,115.5212155,12.24063698,19.56914915,29.22043695
Cr6,122.7963744,118.3464772,87.56225295,120.9497872,116.4194906,107.8127983,12.34223538,16.92445062,34.69337657
Cr6,126.2651948,114.2659998,88.48011686,127.2358183,117.3453546,115.8738977,14.79227703,22.32466103,28.89021419
Cr6,121.5098466,113.2063553,86.57509022,129.8297189,118.2315135,108.4498246,15.23147881,15.25983999,29.39551677
Cr6,130.5038326,115.7694799,90.74015078,125.0196342,117.5873707,111.065105,13.47956961,15.73423167,28.67882611
Cr6,121.8415103,116.3380907,89.85095962,120.4130161,124.7217134,110.5291493,19.76007649,22.99461669,25.84962613
Cr6,130.3522906,113.4815215,91.11706686,122.4293737,118.7976293,115.8099258,16.67794159,22.39503594,26.80721983
Cr6,123.011028,110.2297591,87.20463615,126.8350721,116.9033671,107.8917679,11.16391495,23.44172449,27.7656575
Cr6,130.8687521,112.7912123,89.04123824,125.4275516,116.2981361,112.7929161,19.76214413,19.8113893,28.22906138
Cr6,121.1391187,116.7747316,86.98994307,125.8472353,120.1254108,112.752555,17.55545018,23.82847514,25.19709732
Cr6,128.358611,112.9708727,94.4339465,123.0584551,117.0417862,113.4815835,12.14864757,14.74387888,33.13200394
Cr6,123.58056,109.181007,94.83128963,129.7717988,122.3996402,112.6484442,16.63263466,22.94679371,31.76969123
Cr6,127.021183,118.6612187,93.43421731,128.345133,124.4792418,116.0139693,15.37052772,16.87688679,28.81355333
Cr6,121.3882594,110.4318036,88.45842329,120.8554229,122.6957743,115.6250983,18.83438872,19.30596036,34.36646307
Cr6,124.5902105,114.0134098,88.87489777,120.5424132,116.1991231,111.5470952,13.8222425,21.7148032,31.94704959
Cr6,126.3220681,112.879888,91.967206,128.5082915,123.4697003,113.0180159,10.42652476,23.83345778,29.7771207
Cr6,125.3677734,116.5097445,87.08356858,121.9285016,125.8023889,114.2338131,10.70120308,20.33920592,27.92433804
Cr6,125.9292354,109.4002242,95.93257376,125.1323484,121.7037232,116.3284257,18.06937976,16.24381826,25.32758919
Cr6,127.0675588,114.1694986,92.12082216,122.2307817,125.8065022,109.85993,19.43315925,15.74602093,31.85959449
Cr6,122.3056489,111.7168674,93.77430677,124.3323058,118.3962727,113.4834841,17.50222401,22.44334569,27.68276616
Cr6,125.77179,113.1677651,87.18776255,128.1964459,119.5493524,110.4965178,16.52865695,21.62723305,34.95137166
Cr6,130.2132565,116.9604411,92.6286699,129.4760446,119.8090865,107.6572997,15.01203171,20.82465858,31.47089881
Cr6,125.7643366,117.401105,89.44190079,122.8765367,118.8256983,107.6419918,14.60846255,15.28649003,34.0493675
Cr6,130.9936652,114.1652132,89.04400687,124.9643334,122.3000284,116.7942468,10.6887032,20.5658093,28.60819271
Cr6,129.0543391,112.9651512,94.02453637,126.4488511,117.1959395,110.987419,17.45180295,15.58195042,32.61443453
Cr6,129.2651649,111.3977013,94.79292107,121.2668644,120.4116928,108.3052185,16.96157658,20.74503854,27.81956701
Cr6,124.8864694,116.2000355,87.48928771,122.3053986,122.5770195,116.7887182,17.41520162,18.41907807,31.00283798
Cr6,121.8748422,112.9515289,89.75010024,120.6805168,116.8882231,115.4525925,11.04456571,21.18025743,30.60016464
Cr6,122.6350782,113.7661286,93.69919495,124.461757,123.7154856,111.2723267,17.27360932,14.53020995,34.12308421
Cr6,129.1643585,112.3421354,95.78856543,125.6768492,125.0401802,116.8307228,11.58156406,19.95007527,32.17186865
Cr6,126.4231113,116.5405964,89.53700169,126.4430697,125.7538631,107.1272095,12.10161067,16.04916554,27.14391844
Cr6,124.328903,112.1861893,90.722774,128.3896442,124.512473,107.7355744,18.97436943,22.30962331,28.26069386
Cr6,124.6589045,116.2367935,92.35199843,128.4272013,117.6686042,108.2607882,17.87559482,19.61307934,33.06763666
Cr6,128.3530769,111.2983992,88.91808498,128.7857515,120.3041261,112.6962359,13.11555625,22.28010379,34.18666445
Cr6,121.4190781,114.3910775,90.4239482,120.9263933,118.1489548,110.2036713,12.46347581,17.37665756,31.82791637
Cr6,129.235294,111.1084035,91.57197748,124.9313976,116.3673373,116.8543073,10.5796752,18.44252394,32.77343611
Cr6,121.4809931,115.4413472,91.49291779,128.0442432,122.0914437,112.8618069,12.01041187,21.19145142,30.47504999
Cr6,129.8109682,116.8737179,86.29157983,124.2860758,124.4169337,107.8743078,16.21887505,16.90524347,29.05213437
Cr6,128.5456312,118.4224764,88.15635633,126.3039784,120.8272521,107.2201045,12.40065594,17.99822738,30.4193646
Cr6,126.7900219,114.4654491,87.17381427,122.3015097,120.4634401,111.004542,12.61480304,20.63481134,34.22460345
Cr6,127.7979948,115.0015184,87.31422234,124.3450797,123.1659316,109.2784495,14.57199309,14.71535638,34.3229561
Cr6,122.9907294,112.8996022,94.94042292,122.4058227,122.1314191,113.0328575,12.36905492,17.5937095,29.53070493
Cr6,123.1073301,115.4645412,95.34082843,128.3572241,123.6187054,116.8059043,17.71748859,16.61688442,31.6188595
Cr6,127.213037,114.7222054,91.3437534,120.5471645,118.5873635,116.3053676,15.00447664,19.5554859,33.058234
Cr6,127.0400693,116.9770192,88.20502729,121.5487986,119.3995648,110.0706437,16.76128419,14.5133884,31.26803011
Cr6,122.0055348,114.3694059,93.30801999,121.2471288,121.1402464,111.5943596,15.23263068,15.69216566,31.18583436
Cr6,127.3930893,109.0227374,91.3453235,129.4645849,124.6689142,110.1001228,15.60679406,21.19213267,30.40386069
Cr6,127.9360395,113.0063709,94.08077224,121.8189823,124.4638831,116.4555173,17.94258309,22.73617876,32.60774088
Cr6,127.2315209,109.7687831,91.7278791,127.0697241,125.4805871,113.2251968,18.48989615,23.02414614,32.60322053
Cr6,125.1899047,117.1604695,86.83967348,124.8151569,119.0395927,108.0106771,13.7059225,15.15721401,27.88691925
Cr6,122.3033362,117.5915954,86.89516953,127.5177791,116.9259177,114.8463258,17.14562471,15.56635176,32.2601584
Cr6,128.1306921,118.5102226,93.81178036,120.7463073,122.7835347,112.3896419,19.91820368,19.8088671,27.95835161
Cr6,127.4736128,111.063457,95.55351014,125.1171089,121.1591441,109.1314652,11.43011838,22.73503674,29.57935387
Cr6,122.5455358,110.7418573,95.37308412,121.0718462,121.924134,116.6686037,19.18088378,14.26583703,26.92526421
Cr6,121.3179478,116.3826768,91.01581156,122.5507198,116.9271413,107.2361664,19.26959531,22.15400025,27.52639496
Cr6,125.1887233,117.6306022,93.44758817,125.4712428,120.6357569,112.5190783,15.87793765,15.96810213,26.87644266
Cr6,128.9779413,116.6584687,88.36816204,121.9604299,116.1878503,114.0227842,12.72522038,20.10895495,28.80416624
Cr6,126.4068013,118.4423233,93.79596215,127.1018981,122.3634229,110.8710809,13.63861545,14.63127468,30.80312707
Cr6,122.2915672,116.3916169,93.30586777,121.8920901,120.4857072,107.8151347,13.91541705,15.92759601,26.9994998
Cr6,121.6079308,117.4657278,94.24068609,124.041301,120.2953381,115.576527,10.40382891,19.12597535,31.92179007
Cr6,129.7491665,113.4715336,88.40181063,123.7033567,124.9622304,113.1832108,14.07505532,19.51817284,25.01763634
Cr6,129.3130469,117.8750799,93.46530475,120.6349223,123.9781683,108.9586411,10.16123471,19.5284699,34.59468965
Cr6,129.1754176,116.5892215,87.64215978,120.7341587,117.7805134,110.3983491,13.45621369,14.30250522,27.11395384
Cr6,127.9811475,110.0245465,86.59751561,124.4284996,119.1634259,113.9781894,17.75995134,16.07132134,26.30395514
Cr6,122.2048815,109.9150991,88.23948873,126.2618092,121.4629444,115.8965479,18.5107101,21.25284791,32.73635627
Cr6,128.4210404,118.1068411,91.20804501,121.5453095,123.5321142,110.9302265,12.91416418,20.68143722,27.15054266
Cr6,125.7208331,116.930747,93.41541083,123.695442,122.3236815,108.1914721,15.42333397,22.38219831,28.27951452
Cr6,127.0905137,116.3403547,89.60756037,123.9284729,124.7381501,113.5752243,14.79044895,18.22474836,29.52952575
Cr6,122.7419939,118.8764528,87.27162029,120.8883435,116.2514904,111.7144156,13.71323985,21.19628805,28.09285061
Cr6,122.0611385,109.8490845,90.12383079,122.856351,124.6844348,116.4740124,12.97568951,19.21137014,27.15200827
Cr6,128.7964988,109.5947889,87.16735541,126.0105741,118.6740725,109.4704097,17.86100887,20.5125279,29.70217062
Cr6,124.5424887,113.2270381,91.66028615,127.7970295,119.1366224,115.8861386,16.06209706,17.36596608,26.08115128
Cr6,128.5193344,112.5022519,93.94923765,123.3677829,124.8043303,107.1770139,13.52190211,15.30731274,31.98093595
Cr6,122.9795511,112.0580864,94.29123808,128.7292504,119.3700064,108.3021258,14.32008494,21.27503435,31.00460657
Cr6,126.0905731,114.1698489,87.1748978,120.9406327,119.2932139,116.6897232,14.03936988,21.43025287,26.62769214
